ibm_volunteers_engagement_agreement;¿Dónde puedo revisar el Acuerdo de participación de voluntarios (Volunteer Engagement Agreement)?;Puede revisar el Acuerdo de participación de voluntarios en: https://ibm.ent.box.com/notes/615206938993?s=ydt4xnpzbrvuee7buaoh0rwth7nadx9g (Inglés), https://ibm.ent.box.com/notes/615213237981?s=in1jaf1mcljs7ysluu1106hlowmywmxs (Español LATAM), https://ibm.ent.box.com/notes/615207165161?s=kk4uctx1zghcphe7nwfpjrgxc30dhcuh (Español) o https://ibm.ent.box.com/notes/615210289027?s=dfil1cm1ocqsbp8xeiy88nzkbj1ec7xy (Alemán)
postulantes_ibm_volunteers;¿Cualquier IBMer puede ser voluntario/a?;Se alienta a todos los empleados de IBM a tiempo completo y a tiempo parcial, a los empleados de las empresas subsidiarias de propiedad total de IBM, a los empleados suplementarios y a los jubilados de IBM a que se ofrezcan como voluntarios. Los contratistas y proveedores no pueden acceder al Portal de donaciones y voluntariado de IBM. Sin embargo, pueden descargar kits de actividades para su uso en el voluntariado. También pueden unirse a los esfuerzos voluntarios de la comunidad de IBM como miembros del equipo, si su management lo ha aprobado.
obligatoriedad_ibm_volunteers;¿Se requiere que los empleados de IBM se ofrezcan como voluntarios?;Los empleados de IBM no están obligados a ser voluntarios.
eleccion_org_ibm_volunteers;¿Puedo seleccionar cualquier organización en la que ser voluntario?;Puede seleccionar la organización que se adapte a sus intereses. Como se describe en el Acuerdo de participación de voluntarios, una organización elegible es una organización sin fines de lucro o una escuela acreditada sin fines de lucro (privada o pública). La organización o escuela no debe defender, apoyar o practicar la discriminación de ninguna manera, ya sea por raza, religión, origen nacional, idioma, sexo, orientación sexual, edad o discapacidad física. No debe ser una organización política o que brinde apoyo a partidos políticos o candidatos a cargos políticos.
org_no_elegibles_ibm_volunteers;¿Hay organizaciones que no puedan participar en esta iniciativa global?;Como se describe en el Acuerdo de participación de voluntarios, una organización elegible es una organización sin fines de lucro o una escuela acreditada sin fines de lucro (privada o pública). La organización o escuela no debe defender, apoyar o practicar la discriminación de ninguna manera, ya sea por raza, religión, origen nacional, idioma, sexo, orientación sexual, edad o discapacidad física. No debe ser una organización política o que brinde apoyo a partidos políticos o candidatos a cargos políticos. También existen pautas específicas para nuestro programa de becas para voluntarios.
eleccion_material_ibm_volunteers;¿Puedo elegir qué recursos en línea de IBM Volunteers proporciono a la organización o escuela en la que soy voluntario?;Puede seleccionar de una lista sustancial de recursos, llamados kits de actividades, que creemos que pueden ayudarlo a tener un impacto significativo en la escuela o en la organización sin fines de lucro que elija. Estos son activos probados basados ??en nuestra experiencia en las comunidades. Continuamos mejorando los recursos existentes y creando nuevos con el tiempo. Además, si los voluntarios tienen ideas para nuevos kits de actividades que puedan beneficiar a nuestras comunidades, también consideraremos estas solicitudes.
formacion_ibm_volunteers;¿Necesito formación específica para ser voluntario?;Para ayudarlo a ser más eficaz, proporcionamos recursos en línea: materiales y capacitación. Incluso podemos ayudarlo a identificar el tipo de oportunidad de voluntariado que satisfaga sus necesidades si aún no ha considerado una. Para utilizar esta función, asegúrese de que su perfil de voluntario esté actualizado y completo. Esto nos brinda la mejor información para brindarle las oportunidades disponibles que satisfagan sus necesidades.
compromiso_ibm_volunteers;¿Qué nivel de compromiso se requiere para ser voluntario?;Puede ser voluntario tanto o tan poco como desee. Tenemos opciones para aquellos que desean ser voluntarios desde una hora por año hasta una hora por semana. Queremos que sea lo más fácil posible para los empleados y jubilados trabajar como voluntarios y tener una serie de ofertas que se adapten a diferentes horarios.
time_off_ibm_volunteers;¿Los empleados tienen tiempo libre para ser voluntarios?;A los empleados de IBM que se ofrezcan como voluntarios no se les pagará por su tiempo, excepto en determinadas circunstancias de desastres, y solo con la aprobación de la dirección. En todos los demás casos, la compañía alienta a los gerentes a trabajar con los empleados para que puedan ser fuertes contribuyentes tanto en el lugar de trabajo como en la comunidad. IBM tiene una política de flexibilidad en el lugar de trabajo que los empleados pueden utilizar para desarrollar tiempo para oportunidades de voluntariado, teniendo en cuenta las necesidades de la empresa. La flexibilidad en el lugar de trabajo significa variar la hora de llegada diaria u organizar el horario laboral de la semana dentro de los límites establecidos por la administración local. Si desea discutir sus problemas laborales / personales con alguien, comuníquese con su gerente.
seguro_ibm_volunteers;¿Los empleados de IBM o los jubilados están cubiertos por un seguro mientras se desempeñan como voluntarios o viajan hacia y desde oportunidades de voluntariado?;IBM no proporciona seguros en relación con oportunidades de voluntariado, salvo los seguros médicos, dentales y de vida normales del empleado o jubilado. El Acuerdo de participación de voluntarios, que todo voluntario debe aceptar cuando se registra en IBM Volunteers, establece esto. Es posible que desee preguntarle a la organización sin fines de lucro o la escuela si estará cubierto por su seguro. Antes de comprometerse a ser voluntario, debe evaluar si se siente cómodo con lo que se le pide que haga y las condiciones en las que lo hará. Si tiene alguna inquietud, no debe ser voluntario de esa organización.
gastos_ibm_volunteers;Cuando soy voluntario, ¿son mis gastos (ej viaje, estacionamiento, comidas, etc.) reembolsables?;Cuando se ofrece como voluntario, lo hace en su propio tiempo. IBM no requiere que los empleados se ofrezcan como voluntarios, ni los empleados sirven en una capacidad oficial para IBM cuando son voluntarios. Los gastos de viaje incurridos durante el trabajo voluntario no son reembolsables.
equipos_ibm_volunteers;En el voluntariado, ¿puedo trabajar como parte de un equipo?;Alentamos a los voluntarios a unir sus talentos y energía para lograr un impacto aún mayor en la escuela o en la organización sin fines de lucro de su elección.
familia_ibm_volunteers;¿Puede mi familia participar en IBM Volunteers?;Alentamos a los miembros de IBM a ofrecerse como voluntarios e involucrar a sus familias en el voluntariado, pero solo los miembros de IBM pueden acceder al Portal de Voluntariado y Donaciones de IBM.
reconocimiento_ibm_volunteers;¿Qué tipo de reconocimiento brindan los Voluntarios de IBM?;Los Voluntarios de IBM pueden ganar insignias en función de las horas de voluntariado registradas. IBM Volunteers también destaca los esfuerzos voluntarios de IBM y jubilados al mostrar Historias de éxito (https://www.ibm.org/initiatives/ibm-volunteers/stories) que describen cómo los voluntarios utilizan los recursos de IBM Volunteers para marcar la diferencia.
utilidad_ibm_volunteers;Soy un empleado de IBM con un objetivo de utilización. ¿El voluntariado cuenta para mi utilización y cómo agrego estas horas?;El voluntariado no cuenta para el objetivo de utilización de un empleado. Los gerentes de IBM, sin embargo, deben trabajar con los empleados para permitir un horario flexible para adaptar las oportunidades de voluntariado a las necesidades de la empresa.
roles_ibm_volunteers;¿Cuál es el rol del Gerente de Responsabilidad Social Corporativa y los ejecutivos de IBM que ayudan a representar a IBM ante la comunidad?;El gerente de responsabilidad social corporativa y los ejecutivos de IBM pueden desempeñar varios roles en IBM Volunteers. Sus roles pueden incluir ser los puntos focales para las organizaciones y escuelas sin fines de lucro, así como para los voluntarios de IBM involucrados en la estrategia de Voluntarios de IBM. Por ejemplo, los gerentes de responsabilidad social corporativa y los ejecutivos de IBM pueden trabajar juntos para reclutar IBMers interesados ??en los programas, identificar buenos socios en la comunidad y ayudar a refinar las ofertas existentes y / o desarrollar nuevas.
beneficios_para_org_ibm_volunteers;¿Puede cualquier organización sin fines de lucro o escuela recibir lo que quiera de IBM?;No tenemos una cantidad ilimitada de efectivo disponible para satisfacer todas las solicitudes. Sin embargo, tenemos un menú sustancial de ofertas en IBM.org que creemos que pueden ayudar a los voluntarios a tener un impacto significativo en la escuela u organización sin fines de lucro que elijan. Estos kits de actividades y guías de aprendizaje son recursos probados basados ??en nuestra experiencia en las comunidades, y planeamos continuar mejorando los recursos existentes y crear nuevos. Además, los kits de actividades están disponibles para que el público los use en sus esfuerzos voluntarios.
contacto_por_donacion_ibm_volunteers;¿IBM se pondrá en contacto conmigo para solicitar subvenciones o donaciones para organizaciones sin fines de lucro?;IBM no le llamará ni le enviará mensajes de texto para solicitar donaciones, y usted no debe proporcionar información de pago por teléfono, mensaje de texto, correo electrónico o correo postal. Todas las campañas de donaciones benéficas patrocinadas por IBM se anunciarán en ibm.org y/o w3, y por correo electrónico. Las campañas de donaciones benéficas proporcionarán un enlace a un sitio web seguro para el pago de donaciones.
funcionamiento_grants;¿Cómo funciona el programa Grants de IBM Volunteers?;El programa Volunteer Grants permite a los miembros de IBM y a los jubilados de IBM en todo el mundo otorgar subvenciones para voluntarios en función de su compromiso voluntario registrado. El programa se basa en donaciones abiertas. Los voluntarios ya no están restringidos a donar donde se ofrecen como voluntarios y pueden otorgar una subvención de voluntariado a cualquier organización elegible.
disponibilidad_programa_grants;¿Estará disponible el Programa Community Grants en 2020?;A partir de 2020, el programa Community Grants se llama Volunteer Grants.
que_es_ibm_grants;¿Qué es IBM Volunteer Grants?;El programa Volunteer Grants permite a los miembros de IBM y los jubilados de IBM a nivel mundial otorgar subvenciones para voluntarios locales en función de su compromiso voluntario registrado. El programa se basa en donaciones abiertas. Los voluntarios ya no están restringidos a donar donde se ofrecen como voluntarios y pueden otorgar una subvención de voluntariado a cualquier organización elegible.
obtencion_grants;¿Cómo puedo obtener un Volunteer Grant?;Las subvenciones para voluntarios se basan en horas. Los voluntarios ganan USD $ 10 por hora después de las primeras 10 horas registradas (USD $ 100) con un monto máximo de subvención de USD $ 500, una vez que se registran 40 horas.
fechas_programa_grants;¿Cuáles son las fechas del programa?;"El programa Volunteer Grants se abre en abril y finaliza el 31 de diciembre, o cuando se gasta el presupuesto; lo que sea que suceda primero."
por_que_cambios_grants;¿Por qué se están haciendo cambios en el programa?;El nuevo programa fue diseñado para capturar el feedback de los usuarios y así poder crear en conjunto. También se tienen en cuenta las tendencias de investigación de la industria.
participacion_grants;¿Cómo puedo participar de este programa?;El programa está disponible en IBM Volunteering & Giving Portal a través de IBM.org. A medida que registre sus horas de voluntariado, ganará el dinero de la subvención. Una vez que se registren las horas mínimas requeridas, verá un mensaje de que ha ganado un volunteer grant para canjear a una organización a elegir. El monto máximo de la subvención es de USD $ 500, después de que se registren 40 horas.
uso_de_horas_grants;¿Puedo usar mis horas del 2019 en el 2020?;No, solo las horas registradas para el voluntariado 2020 serán aptas  para un Volunteer Grant de 2020.
cambios_programa_grants;¿Cómo ha cambiado el programa de Volunteer Grants en 2020?;"Hay varios cambios interesantes:

- Los voluntarios ahora son habilitados a participar a partir de las 10 horas de serlo.
- Los voluntarios ya no están obligados a otorgar su subvención a la organización en la que se ofrecen como voluntarios, sino a una organización de su elección.
- Las subvenciones para voluntarios ahora tienen la flexibilidad de permitir a los voluntarios dar subvenciones parciales a varias organizaciones.
- Las organizaciones ya no están restringidas a una única Volunteer Grant."
proceso_entrega_grants;¿Cómo es el proceso de aceptación, notificación y entrega de recompensas?;Los Volunteer Grants se revisan y procesan trimestralmente y se desembolsan a las organizaciones elegibles dentro de las 6 a 8 semanas posteriores a cada trimestre. Como parte del proceso de aceptación, las organizaciones deben aceptar las declaraciones de afirmación de IBM antes de que se desembolsen los fondos. Las organizaciones pueden ver la información de los donantes en el portal sin fines de lucro.
org_elegible_grants;¿Qué tipo organización sería elegible?;Todas las organizaciones que cumplen con las pautas de cumplimiento de IBM son elegibles y no hay límites monetarios para las organizaciones que reciben dólares de subvenciones.
requisitos_org_elegible_grants;¿Todas las organizaciones son elegibles?;"Para ser elegible para recibir una Volunteer Grant, las organizaciones y escuelas 501 (c) 3 (EE. UU.) o equivalentes deben registrarse en el nuevo portal sin fines de lucro y aceptar las declaraciones de afirmación de IBM. Si su organización no está registrada en el portal, proporcione este <a href=""https://yourcausenpo.zendesk.com/hc/en-us""> enlace </a>a su organización sin fines de lucro."
tiempos_acreditacion_grants;Una vez que aplico a un Volunteer Grant, ¿cuándo recibirá el dinero la organización?;Suponiendo que la organización esté registrada en el portal y haya aceptado las declaraciones de afirmación de IBM, el dinero de la subvención se desembolsa a las organizaciones sin fines de lucro dentro de las 6 a 8 semanas posteriores a cada trimestre.
letter_110;¿Qué es IBM Corporate Organization Letter 110?;"Corporate Organization Letter 110 (o Carta de Organización Corporativa 110) confirma que la contribución no está relacionada con ninguna propuesta o transacción de ventas y marketing. Al canjear su incentivo de subvención para voluntarios, se le pedirá que confirme lo siguiente: 
  
1. La solicitud de contribución es independiente de cualquier propuesta o transacción de ventas o marketing con la organización sin fines de lucro o cualquier empresa, entidad gubernamental o individuo afiliado a un funcionario, director o fideicomisario de la organización sin fines de lucro.

  2. La solicitud de contribución no tiene la intención de influir en la organización sin fines de lucro o sus funcionarios, directores o fideicomisarios o cualquier compañía, entidad gubernamental o individuo afiliado con dichas personas, para obtener una ventaja indebida para IBM o para ganar negocios para IBM. .

Además, certifico que he leído la documentación de la Subvención para voluntarios y entiendo que si esta solicitud contiene información falsa, engañosa o engañosa, puedo estar sujeto a la pérdida de elegibilidad bajo el programa o acción disciplinaria que podría incluir el despido."
como_ser_volunteer_grants;¿Califico para un Volunteer Grant 2020?;"Para calificar, debe ser uno de los siguientes:

- Un empleado regular a tiempo completo o parcial de IBM . Los empleados aprobados para los programas de Licencia para Ausencia o Discapacidad y que son elegibles para los beneficios de IBM también califican.
- Un retirado de IBM."
registro_horas_grants;¿Necesito grabar mis horas de voluntariado para aplicar a un Volunteer Grant?;Sí, los voluntarios deben registrar sus horas en el IBM Volunteering & Giving Portal para calificar y canjear el incentivo de la subvención para voluntarios.
registro_horas_jubilados_grants;Grabé mis horas como empleado pero ahora estoy retirado, ¿necesito volver a grabar mis horas para recibir crédito por ellas?;Debido a las leyes de privacidad, se requiere que los registros de los empleados sean anonimizados dentro de los 30 días posteriores al último día de empleo. Si se nos notifica antes de que se anonimicen sus registros, podemos mover las horas de su identificación de empleado a su identificación de retirado.
empleados_no_elegibles_grants;Soy un empleado suplementario, ¿puedo aplicar a un Volunteer Grant?;Los empleados suplementarios no son elegibles para subvenciones voluntarias.
canje_horas_grants;Logré conseguir 10 horas por una actividad pero solo quiero canjear 5 de ellas por un incentivo de $50. ¿Cómo hago eso?;Una vez que canjee 5 de las horas, las otras 5 horas permanecerán como un crédito que puede canjear a otra organización, si lo desea.
